VAR00001,a63,a7a,a11,a62,e90f,e10,e11,e8901,e8902,e8903,e8904,e8905,e8906,e8907,e8908,e8909,e8910,e89a,s1,s41,s42,s43,s44,s45
 ,1,1,76,24000, , , , , , , , , , , , , , ,1,12,33,62,135,201
 ,3,6,70,-2, , , , , , , , , , , , , , ,1,12,32,56,129,190
 ,3,9,39,40000, , , , , , , , , , , , , , ,1,12,32,56,129,190
 ,7,3,108,15000, , , , , , , , , , , , , , ,1,12,33,62,135,201
 ,7,1,50,60000, , , , , , , , , , , , , , ,1,12,33,62,137,203
 ,5,3,180,70000, ,8,9,0,0,0,0,1,0,0,0,0,1, ,1,12,32,60,133,197
 ,4,4,400,150000, , , , , , , , , , , , , , ,1,12,32,61,134,200
 ,1,1,50,-2, , , , , , , , , , , , , , ,1,12,33,62,136,202
 ,3,9,23,30000, , , , , , , , , , , , , , ,1,12,32,59,132,195
 ,6,3,155,120000, , , , , , , , , , , , , , ,1,12,34,64,140,208
 ,-1,12,50,100000, ,3,4,0,0,0,0,0,1,0,0,0,0, ,1,12,34,63,139,205
 ,4,3,25,-3, , , , , , , , , , , , , , ,1,12,32,61,134,199
 ,3,12,35,500000, , , , , , , , , , , , , , ,1,12,34,63,139,205
 ,3,9,77,70000, ,4,4,0,0,0,0,1,0,0,0,0,0, ,1,12,32,59,132,196
 ,3,4,65,40000, , , , , , , , , , , , , , ,1,12,32,56,129,189
 ,3,12,60,48000, , , , , , , , , , , , , , ,1,12,32,59,132,195
 ,3,7,80,-2, , , , , , , , , , , , , , ,1,12,34,63,139,205
 ,3,7,104,100000, ,3,6,0,0,0,0,0,0,1,0,0,0, ,1,12,32,58,131,193
 ,4,10,150,-3, , , , , , , , , , , , , , ,1,12,34,63,139,206
 ,1,4,40,90000, , , , , , , , , , , , , , ,1,12,34,63,139,205
 ,5,4,100,80000, ,5,5,0,0,0,0,0,1,0,0,0,0, ,1,12,32,55,128,188
 ,1,6,10,80000, , , , , , , , , , , , , , ,1,12,34,63,139,205
 ,3,4,300,100000, , , , , , , , , , , , , , ,1,12,32,61,134,200
 ,4,3,64,100000, ,7,9,0,0,0,0,1,0,0,0,0,0,电,1,12,32,60,133,197
 ,4,12,99,50000, , , , , , , , , , , , , , ,1,12,32,61,134,199
 ,6,3,57,30000, , , , , , , , , , , , , , ,1,12,32,58,131,194
 ,3,6,40,55000, , , , , , , , , , , , , , ,1,12,34,63,139,205
 ,1,1,320,19200, ,6,8,0,1,0,0,1,0,0,0,0,0, ,1,12,32,61,134,200
 ,5,4,108,-2, , , , , , , , , , , , , , ,1,12,33,62,138,204
 ,2,9,67,140000, ,4,6,0,0,0,0,0,1,0,0,0,0, ,1,12,32,56,129,190
 ,4,9,100,90000, ,5,6,0,0,0,0,0,1,0,0,0,0, ,1,12,32,57,130,191
 ,5,1,54,-2, , , , , , , , , , , , , , ,1,12,33,62,137,203
 ,3,3,50,-3, , , , , , , , , , , , , , ,1,12,33,62,135,201
 ,4,7,130,-3, , , , , , , , , , , , , , ,1,12,34,64,140,208
 ,1,13,40,100000, ,1,1,0,0,0,0,0,0,0,0,0,0,电,1,12,32,55,128,188
 ,4,6,40,120000, , , , , , , , , , , , , , ,1,12,32,61,134,199
 ,4,11,85,20000, , , , , , , , , , , , , , ,1,12,32,56,129,190
 ,2,10,300,-2, , , , , , , , , , , , , , ,1,12,32,61,134,200
 ,5,3,120,-2, ,3,7,0,0,0,0,1,0,0,0,0,0, ,1,12,33,62,137,203
 ,5,1,120,-3, , , , , , , , , , , , , , ,1,12,33,62,136,202
 ,1,7,23,100000, , , , , , , , , , , , , , ,1,12,32,58,131,194
 ,5,4,40,60000, , , , , , , , , , , , , , ,1,12,33,62,136,202
 ,2,-8,160,-2, ,4,1,0,0,0,0,1,0,0,0,0,0, ,1,12,33,62,135,201
 ,4,10,80,10000, ,3,3,0,0,0,0,0,1,0,0,0,0, ,1,12,32,55,128,188
 ,2,13,78,200000, ,2,4,0,0,0,0,0,0,1,0,0,0, ,1,12,32,55,128,187
 ,5,3,104,200000, ,1,1,0,0,0,0,0,1,0,0,0,0, ,1,12,32,58,131,193
 ,3,12,90,120000, , , , , , , , , , , , , , ,1,12,32,58,131,194
 ,2,10,23,120000, , , , , , , , , , , , , , ,1,12,32,59,132,195
 ,3,9,80,10000, , , , , , , , , , , , , , ,1,12,32,56,129,190
 ,2,3,800,150000, , , , , , , , , , , , , , ,1,12,33,62,138,204
 ,8,4,64,60000, , , , , , , , , , , , , , ,1,12,32,60,133,197
 ,2,1,120,12000, ,9,9,0,0,0,0,1,0,0,0,0,0, ,1,12,33,62,137,203
 ,5,6,80,30000, , , , , , , , , , , , , , ,1,12,32,61,134,200
 ,5,12,100,250000, , , , , , , , , , , , , , ,1,12,32,58,131,194
 ,5,4,90,-3, , , , , , , , , , , , , , ,1,12,33,62,136,202
 ,2,6,100,600000, , , , , , , , , , , , , , ,1,12,34,63,139,206
 ,5,1,140,60000, , , , , , , , , , , , , , ,1,12,33,62,136,202
 ,3,1,30,24000, , , , , , , , , , , , , , ,1,12,32,60,133,197
 ,2,6,50,80000, , , , , , , , , , , , , , ,1,12,32,58,131,194
 ,2,1,60,-2, , , , , , , , , , , , , , ,1,12,33,62,136,202
 ,5,5,20,30000, ,4,9,0,0,0,0,0,0,0,0,0,0,电,1,12,32,55,128,187
 ,3,3,140,40000, , , , , , , , , , , , , , ,1,12,32,60,133,197
 ,4,3,60,25000, ,7,7,0,0,0,0,1,0,0,0,0,0, ,1,12,33,62,135,201
 ,-3,10,100,-1, , , , , , , , , , , , , , ,1,12,34,63,139,206
 ,3,6,34,84000, , , , , , , , , , , , , , ,1,12,32,59,132,195
 ,1,7,40,50000, , , , , , , , , , , , , , ,1,12,34,63,139,205
 ,3,12,200,1000000, , , , , , , , , , , , , , ,1,12,34,64,140,208
 ,2,3,60,120000, , , , , , , , , , , , , , ,1,12,32,59,132,196
 ,2,4,95,150000, , , , , , , , , , , , , , ,1,12,34,64,140,207
 ,1,10,80,100000, , , , , , , , , , , , , , ,1,12,32,58,131,193
 ,3,9,100,120000, ,9,9,0,0,0,0,0,1,0,0,0,0, ,1,12,32,57,130,192
 ,7,1,70,12000, ,9,9,0,0,0,0,1,0,0,0,0,1, ,1,12,32,60,133,197
 ,3,4,35,35000, , , , , , , , , , , , , , ,1,12,32,59,132,196
 ,1,10,70,200000, , , , , , , , , , , , , , ,1,12,32,56,129,189
 ,6,3,210,150000, ,9,9,0,0,1,0,1,0,0,0,0,0, ,1,12,32,60,133,197
 ,2,11,60,90000, ,3,4,0,0,0,0,0,1,0,0,0,0, ,1,12,32,59,132,195
 ,2,3,90,200000, , , , , , , , , , , , , , ,1,12,32,57,130,191
 ,3,4,98,-2, ,3,6,0,0,0,0,1,0,0,0,0,0, ,1,12,33,62,135,201
 ,5,3,20,80000, ,1,1,0,0,0,0,1,0,0,0,0,0, ,1,12,32,56,129,190
 ,4,12,120,-3, ,-8,-8,0,0,0,0,0,1,0,0,0,0, ,1,12,34,64,140,207
 ,1,4,15,30000, , , , , , , , , , , , , , ,1,12,32,56,129,190
 ,2,4,500,60000, ,6,8,0,0,0,0,1,0,0,0,0,1, ,1,12,32,61,134,200
 ,3,9,70,130000, ,4,3,0,0,0,0,1,1,0,0,0,0, ,1,12,32,59,132,195
 ,4,4,170,-3, , , , , , , , , , , , , , ,1,12,33,62,138,204
 ,2,4,100,70000, , , , , , , , , , , , , , ,1,12,32,56,129,189
 ,2,3,78,30000, , , , , , , , , , , , , , ,1,12,32,58,131,193
 ,3,6,300,80000, , , , , , , , , , , , , , ,1,12,32,61,134,200
 ,3,7,192,100000, ,9,9,0,0,1,1,1,0,0,0,0,1, ,1,12,32,60,133,197
 ,2,4,220,-3, , , , , , , , , , , , , , ,1,12,33,62,138,204
 ,3,10,65,600000, , , , , , , , , , , , , , ,1,12,32,58,131,193
 ,6,12,70,300000, , , , , , , , , , , , , , ,1,12,32,61,134,199
 ,3,3,42,70000, , , , , , , , , , , , , , ,1,12,32,56,129,190
 ,2,4,30,-3, , , , , , , , , , , , , , ,1,12,32,58,131,193
 ,4,12,64,-2, ,4,4,0,0,0,0,0,1,0,0,0,0, ,1,12,32,58,131,194
 ,2,3,120,15000, , , , , , , , , , , , , , ,1,12,32,61,134,200
 ,11,4,108,-2, , , , , , , , , , , , , , ,1,12,33,62,138,204
 ,1,1,35,40000, ,4,5,0,0,0,0,1,0,0,0,0,0, ,1,12,32,59,132,196
 ,2,12,40,200000, ,-8,-8,0,0,0,0,0,0,0,0,0,0,电,1,12,34,63,139,205
 ,2,6,105,200000, , , , , , , , , , , , , , ,1,12,34,64,140,207
 ,5,3,105,60000, , , , , , , , , , , , , , ,1,12,33,62,138,204
 ,3,6,59,100000, ,7,7,0,0,0,0,0,1,0,0,0,0, ,1,12,32,55,128,187
 ,4,4,200,50000, , , , , , , , , , , , , , ,1,12,32,61,134,200
 ,3,4,100,100000, ,6,9,0,0,0,0,0,1,0,0,0,0, ,1,12,32,57,130,191
 ,1,4,30,100000, , , , , , , , , , , , , , ,1,12,32,61,134,199
 ,2,3,40,100000, , , , , , , , , , , , , , ,1,12,34,63,139,205
 ,5,7,94,-3, , , , , , , , , , , , , , ,1,12,34,64,140,207
 ,4,3,15,100000, ,6,9,0,0,0,0,1,0,0,0,0,0, ,1,12,32,61,134,200
 ,-3,3,160,40000, , , , , , , , , , , , , , ,1,12,33,62,138,204
 ,3,6,66,100000, , , , , , , , , , , , , , ,1,12,32,56,129,189
 ,6,10,95,200000, ,-8,-8,0,0,0,0,0,1,0,0,0,0, ,1,12,34,64,140,208
 ,1,4,200,50000, ,7,8,0,0,0,0,1,0,0,0,0,0, ,1,12,32,61,134,200
 ,4,4,200,0, ,6,9,0,0,0,0,1,0,0,0,0,0, ,1,12,32,61,134,200
 ,5,3,40,36000, ,5,7,0,0,0,0,1,0,0,0,0,0, ,1,12,33,62,137,203
 ,1,12,40,150000, , , , , , , , , , , , , , ,1,12,34,63,139,206
 ,2,4,75,200000, , , , , , , , , , , , , , ,1,12,32,55,128,187
 ,1,3,100,36000, , , , , , , , , , , , , , ,1,12,32,61,134,199
 ,6,3,70,4800, ,-8,-8,0,0,0,0,1,0,0,0,0,0, ,1,12,33,62,137,203
 ,4,3,54,-2, , , , , , , , , , , , , , ,1,12,33,62,136,202
 ,4,7,45,60000, ,7,8,0,0,0,0,1,0,0,0,0,1, ,1,12,32,60,133,197
 ,2,4,100,-2, , , , , , , , , , , , , , ,1,12,32,61,134,200
 ,5,3,120,60000, ,4,5,0,0,0,0,1,0,0,0,0,0, ,1,12,33,62,136,202
 ,6,3,64,30000, ,9,9,0,0,0,1,1,0,0,0,0,1, ,1,12,32,60,133,197
 ,1,4,30,-2, , , , , , , , , , , , , , ,1,12,32,61,134,199
 ,4,3,190,-2, , , , , , , , , , , , , , ,1,12,33,62,138,204
 ,7,1,200,72000, ,4,5,0,0,0,0,1,0,0,0,0,0, ,1,12,33,62,138,204
 ,3,12,85,48000, , , , , , , , , , , , , , ,1,12,33,62,136,202
 ,4,12,150,300000, , , , , , , , , , , , , , ,1,12,34,63,139,206
 ,5,3,112,200000, ,9,9,0,0,0,0,0,1,0,0,0,0, ,1,12,32,57,130,191
 ,6,3,108,-2, , , , , , , , , , , , , , ,1,12,33,62,138,204
 ,7,4,110,-2, , , , , , , , , , , , , , ,1,12,33,62,135,201
 ,3,6,35,80000, , , , , , , , , , , , , , ,1,12,32,58,131,193
 ,2,4,13,70000, ,4,6,0,0,0,0,1,0,0,0,0,0, ,1,12,32,59,132,196
 ,4,4,60,50000, ,9,9,0,0,0,0,1,0,0,0,0,0, ,1,12,32,60,133,198
 ,4,3,100,15000, , , , , , , , , , , , , , ,1,12,32,60,133,197
 ,4,6,48,21000, ,1,8,0,0,0,0,1,0,0,0,0,0, ,1,12,33,62,137,203
 ,4,3,80,-2, ,9,9,0,0,0,0,1,0,0,0,0,0, ,1,12,33,62,138,204
 ,3,10,78,180000, , , , , , , , , , , , , , ,1,12,32,56,129,189
 ,6,4,85,-2, , , , , , , , , , , , , , ,1,12,34,64,140,207
 ,4,8,750,100000, , , , , , , , , , , , , , ,1,12,32,61,134,200
 ,9,7,110,100000, ,9,9,0,0,0,0,1,0,0,0,0,0, ,1,12,32,60,133,197
 ,5,6,120,-2, , , , , , , , , , , , , , ,1,12,33,62,138,204
 ,3,4,65,30000, ,4,6,0,0,0,0,1,0,0,0,0,0, ,1,12,32,61,134,200
 ,2,11,70,120000, , , , , , , , , , , , , , ,1,12,32,58,131,193
 ,4,3,180,50000, , , , , , , , , , , , , , ,1,12,33,62,137,203
 ,3,12,160,-2, ,9,9,0,0,0,0,0,1,0,0,0,0, ,1,12,34,64,140,208
 ,6,3,65,33600, , , , , , , , , , , , , , ,1,12,32,60,133,198
 ,2,3,15,60000, ,3,4,0,0,0,0,1,0,0,0,0,0, ,1,12,32,59,132,196
 ,2,1,80,54000, , , , , , , , , , , , , , ,1,12,33,62,138,204
 ,1,6,50,12000, , , , , , , , , , , , , , ,1,12,32,58,131,193
 ,4,4,100,48000, , , , , , , , , , , , , , ,1,12,33,62,138,204
 ,4,12,50,50000, ,6,8,0,0,0,0,1,0,0,0,0,0, ,1,12,32,59,132,196
 ,5,12,80,300000, ,-8,8,0,0,0,0,1,0,0,0,0,0, ,1,12,34,63,139,206
 ,3,6,60,60000, ,4,6,0,0,0,0,0,1,0,0,0,0, ,1,12,32,59,132,195
 ,1,1,70,-2, , , , , , , , , , , , , , ,1,12,33,62,136,202
 ,3,4,57,48000, , , , , , , , , , , , , , ,1,12,32,59,132,195
 ,4,10,139,100000, , , , , , , , , , , , , , ,1,12,34,63,139,206
 ,1,4,65.5,24000, , , , , , , , , , , , , , ,1,12,32,58,131,193
 ,6,6,80,-2, , , , , , , , , , , , , , ,1,12,32,58,131,193
 ,1,6,80,30000, , , , , , , , , , , , , , ,1,12,32,56,129,190
 ,4,6,150,10000, ,5,8,0,0,0,0,1,0,0,0,0,0, ,1,12,32,61,134,199
 ,4,6,50,30000, , , , , , , , , , , , , , ,1,12,32,56,129,190
 ,3,3,55,150000, , , , , , , , , , , , , , ,1,12,32,56,129,189
 ,9,1,108,-2, ,7,9,0,0,0,0,1,0,0,0,0,0, ,1,12,33,62,138,204
 ,2,6,76,120000, ,7,9,0,0,0,0,0,1,0,0,0,0, ,1,12,32,56,129,189
 ,1,1,50,-2, ,-8,-8,0,0,0,0,1,0,0,0,0,0, ,1,12,33,62,136,202
 ,3,4,190,15000, , , , , , , , , , , , , , ,1,12,32,60,133,198
 ,2,4,40,20000, , , , , , , , , , , , , , ,1,12,32,60,133,198
 ,4,7,60,15000, , , , , , , , , , , , , , ,1,12,32,61,134,199
 ,3,4,64,30000, , , , , , , , , , , , , , ,1,12,32,60,133,197
 ,2,4,30,60000, , , , , , , , , , , , , , ,1,12,32,59,132,195
 ,3,6,13,80000, , , , , , , , , , , , , , ,1,12,32,59,132,195
 ,2,9,94,300000, ,-8,-8,0,0,0,0,0,1,0,0,0,0, ,1,12,34,64,140,207
 ,3,9,98,300000, ,7,9,0,0,1,0,1,1,0,0,0,0, ,1,12,32,57,130,192
 ,3,4,75,100000, ,3,4,0,0,0,0,0,1,0,0,0,0, ,1,12,34,63,139,205
 ,3,8,110,100000, , , , , , , , , , , , , , ,1,12,32,60,133,197
 ,5,10,110,100000, ,6,9,0,0,0,0,1,0,0,0,0,0, ,1,12,32,61,134,200
 ,4,4,97,200000, ,6,9,0,0,0,0,0,1,0,0,0,0, ,1,12,32,57,130,191
 ,3,3,60,72000, ,6,8,0,0,0,0,1,0,0,0,0,0, ,1,12,32,60,133,198
 ,2,6,33,100000, ,2,3,0,0,0,0,0,0,1,0,0,0, ,1,12,32,56,129,190
 ,2,4,60,70000, ,3,2,0,0,0,0,0,1,0,0,0,0, ,1,12,32,56,129,190
 ,3,3,70,24000, ,6,8,0,0,0,0,1,0,0,0,0,0, ,1,12,33,62,135,201
 ,3,10,156,280000, , , , , , , , , , , , , , ,1,12,34,64,140,208
 ,2,1,80,0, , , , , , , , , , , , , , ,1,12,33,62,136,202
 ,2,3,35,-3, , , , , , , , , , , , , , ,1,12,32,56,129,190
 ,3,10,88,200000, ,3,5,0,0,0,0,1,0,0,0,0,0, ,1,12,34,63,139,205
 ,3,1,150,50000, , , , , , , , , , , , , , ,1,12,34,63,139,206
 ,3,12,30,150000, , , , , , , , , , , , , , ,1,12,34,63,139,205
 ,3,4,50,60000, , , , , , , , , , , , , , ,1,12,32,60,133,198
 ,4,4,20,-2, , , , , , , , , , , , , , ,1,12,34,63,139,206
 ,1,7,74,-3, , , , , , , , , , , , , , ,1,12,34,63,139,206
 ,2,12,83,100000, ,6,-8,0,0,0,0,0,1,0,0,0,0, ,1,12,34,64,140,207
 ,8,4,160,30000, ,9,9,0,0,0,0,1,0,0,0,0,1, ,1,12,32,60,133,197
 ,5,1,70,-2, , , , , , , , , , , , , , ,1,12,34,63,139,206
 ,2,1,140,36000, , , , , , , , , , , , , , ,1,12,32,60,133,198
 ,2,2,52,72000, ,2,2,0,0,0,0,0,1,0,0,0,0, ,1,12,32,55,128,187
 ,1,1,120,-3, , , , , , , , , , , , , , ,1,12,33,62,138,204
 ,3,6,63,90000, , , , , , , , , , , , , , ,1,12,32,58,131,193
 ,2,7,65,70000, , , , , , , , , , , , , , ,1,12,34,63,139,205
 ,4,7,100,50000, , , , , , , , , , , , , , ,1,12,32,61,134,200
 ,3,7,89,-2, ,-8,-8,0,0,0,0,0,0,0,0,0,0,电,1,12,34,63,139,206
 ,2,10,20,100000, , , , , , , , , , , , , , ,1,12,34,63,139,205
 ,4,4,500,50000, , , , , , , , , , , , , , ,1,12,32,61,134,200
 ,3,4,35,90000, , , , , , , , , , , , , , ,1,12,32,56,129,190
 ,3,4,110,24000, , , , , , , , , , , , , , ,1,12,32,60,133,198
 ,4,3,176,-2, , , , , , , , , , , , , , ,1,12,33,62,138,204
 ,3,4,200,40000, ,6,9,0,0,1,0,1,0,0,0,0,0, ,1,12,32,61,134,200
 ,4,10,132,1500000, , , , , , , , , , , , , , ,1,12,34,64,140,208
 ,4,3,75,400000, , , , , , , , , , , , , , ,1,12,32,55,128,187
 ,3,4,100,100000, ,9,9,0,0,0,0,0,0,1,0,0,0, ,1,12,32,57,130,192
 ,3,6,30,-1, ,4,3,0,0,0,0,1,0,0,0,0,0, ,1,12,32,59,132,195
 ,2,1,78,72000, , , , , , , , , , , , , , ,1,12,32,57,130,192
 ,3,11,110,-2, , , , , , , , , , , , , , ,1,12,34,64,140,208
 ,2,13,75,400000, ,3,3,0,0,0,0,1,0,0,0,0,0, ,1,12,34,63,139,206
 ,5,4,90,120000, , , , , , , , , , , , , , ,1,12,32,57,130,191
 ,3,8,85,24000, ,9,9,0,0,0,0,1,0,0,0,0,0, ,1,12,32,60,133,198
 ,2,12,50,150000, ,5,7,0,0,0,0,1,0,0,0,0,0, ,1,12,32,61,134,199
 ,2,12,15,20000, , , , , , , , , , , , , , ,1,12,32,61,134,199
 ,2,6,135,70000, ,4,5,0,0,0,0,0,1,0,0,0,0, ,1,12,32,56,129,190
 ,1,1,40,6000, ,6,8,0,0,0,0,1,0,0,0,0,0, ,1,12,32,60,133,197
 ,4,12,90,200000, , , , , , , , , , , , , , ,1,12,34,63,139,205
 ,4,6,10,40800, , , , , , , , , , , , , , ,1,12,32,59,132,196
 ,5,3,140,50000, , , , , , , , , , , , , , ,1,12,32,60,133,197
 ,3,4,139,80000, , , , , , , , , , , , , , ,1,12,33,62,138,204
 ,2,12,70,20000, ,7,8,0,0,0,0,1,0,0,0,0,0, ,1,12,32,56,129,189
 ,4,13,49,-3, ,-8,-8,0,0,0,0,0,1,0,0,0,0, ,1,12,34,63,139,205
 ,2,12,150,360000, , , , , , , , , , , , , , ,1,12,34,64,140,207
 ,5,3,65,200000, ,3,3,0,0,0,0,0,1,0,0,0,0, ,1,12,32,57,130,191
 ,4,3,40,48000, , , , , , , , , , , , , , ,1,12,33,62,138,204
 ,1,1,60,36000, , , , , , , , , , , , , , ,1,12,32,55,128,187
 ,2,3,20,72000, , , , , , , , , , , , , , ,1,12,32,59,132,196
 ,3,3,70,84000, , , , , , , , , , , , , , ,1,12,33,62,135,201
 ,2,4,70,24000, , , , , , , , , , , , , , ,1,12,32,60,133,197
 ,6,3,94,-3, , , , , , , , , , , , , , ,1,12,33,62,136,202
 ,2,12,80,-2, ,9,9,0,0,0,0,0,0,1,0,0,0, ,1,12,32,55,128,188
 ,4,10,120,60000, ,2,3,0,0,1,0,1,0,0,0,0,0, ,1,12,32,61,134,199
 ,2,12,100,-3, ,7,8,0,0,0,0,0,1,0,0,0,0, ,1,12,32,58,131,193
 ,1,5,50,60000, , , , , , , , , , , , , , ,1,12,32,58,131,194
 ,1,6,70,-3, ,-8,-8,0,0,0,0,0,0,0,0,0,0,电,1,12,34,63,139,205
 ,3,12,180,100000, , , , , , , , , , , , , , ,1,12,32,60,133,198
 ,6,3,80,24000, , , , , , , , , , , , , , ,1,12,33,62,137,203
 ,3,3,14,50000, , , , , , , , , , , , , , ,1,12,32,59,132,196
 ,2,6,40,60000, , , , , , , , , , , , , , ,1,12,32,60,133,198
 ,5,3,50,38000, , , , , , , , , , , , , , ,1,12,33,62,138,204
 ,3,-8,23,0, , , , , , , , , , , , , , ,1,12,32,59,132,195
 ,9,3,170,54000, ,8,9,0,0,0,0,1,0,0,0,0,0, ,1,12,33,62,138,204
 ,3,10,80,-3, , , , , , , , , , , , , , ,1,12,34,64,140,208
 ,2,3,31,60000, , , , , , , , , , , , , , ,1,12,32,58,131,194
 ,4,3,60,36000, ,9,9,0,0,0,0,1,0,0,0,0,0, ,1,12,33,62,136,202
 ,3,4,30,50000, , , , , , , , , , , , , , ,1,12,32,60,133,198
 ,3,5,70,60000, , , , , , , , , , , , , , ,1,12,32,56,129,189
 ,7,3,100,72000, ,9,9,0,0,0,0,1,0,0,0,0,1, ,1,12,32,60,133,197
 ,4,13,89,400000, , , , , , , , , , , , , , ,1,12,34,64,140,207
 ,2,6,50,60000, , , , , , , , , , , , , , ,1,12,32,59,132,195
 ,3,12,103,250000, , , , , , , , , , , , , , ,1,12,32,61,134,199
 ,4,6,50,60000, ,8,8,0,0,0,0,1,0,0,0,0,0, ,1,12,32,60,133,198
 ,2,6,24,50000, , , , , , , , , , , , , , ,1,12,32,58,131,194
 ,7,3,80,96000, , , , , , , , , , , , , , ,1,12,33,62,138,204
 ,2,6,80,60000, , , , , , , , , , , , , , ,1,12,34,63,139,205
 ,3,6,48,50000, ,3,6,0,0,0,0,0,0,0,0,0,0,电,1,12,32,58,131,193
 ,3,4,46,30000, , , , , , , , , , , , , , ,1,12,32,59,132,195
 ,2,3,60,48000, ,9,9,0,0,0,0,1,0,0,0,0,0, ,1,12,33,62,136,202
 ,3,9,54,60000, , , , , , , , , , , , , , ,1,12,32,59,132,196
 ,2,7,50,72000, ,9,9,0,0,0,0,1,0,0,0,0,0, ,1,12,32,60,133,198
 ,2,12,110,150000, , , , , , , , , , , , , , ,1,12,32,55,128,188
 ,6,3,129,-2, , , , , , , , , , , , , , ,1,12,32,57,130,191
 ,6,4,77,30000, , , , , , , , , , , , , , ,1,12,33,62,136,202
 ,2,11,75,60000, , , , , , , , , , , , , , ,1,12,32,59,132,195
 ,3,6,55,500000, ,3,3,0,0,1,0,0,1,0,0,0,0, ,1,12,32,55,128,187
 ,6,4,35,-2, , , , , , , , , , , , , , ,1,12,32,56,129,190
 ,2,8,130,-2, ,6,9,0,0,0,0,0,0,1,0,0,0, ,1,12,32,61,134,199
 ,2,12,105,150000, ,5,7,0,0,0,0,0,1,0,0,0,0, ,1,12,34,64,140,207
 ,2,13,40,200000, ,1,8,0,0,0,0,0,0,0,0,0,0,不适用,1,12,32,55,128,188
 ,5,1,200,60000, ,7,9,0,0,0,0,1,0,0,0,0,0, ,1,12,32,60,133,197
 ,1,3,15,-2, ,7,9,0,0,0,0,0,0,0,0,0,0,电,1,12,33,62,136,202
 ,2,12,100,60000, , , , , , , , , , , , , , ,1,12,32,55,128,188
 ,5,1,40,50000, ,9,9,0,0,0,0,1,0,0,0,0,0, ,1,12,33,62,135,201
 ,3,5,32,20000, , , , , , , , , , , , , , ,1,12,32,59,132,195
 ,2,12,120,100000, , , , , , , , , , , , , , ,1,12,32,57,130,192
 ,2,1,50,-2, , , , , , , , , , , , , , ,1,12,32,61,134,199
 ,1,6,52,30000, ,1,1,0,0,0,0,1,0,0,0,0,0, ,1,12,32,59,132,196
 ,4,10,40,50000, , , , , , , , , , , , , , ,1,12,32,60,133,198
 ,6,12,62,120000, , , , , , , , , , , , , , ,1,12,32,55,128,187
 ,1,3,30,24000, ,6,7,0,0,0,0,1,0,0,0,0,0, ,1,12,32,59,132,196
 ,4,12,120,-3, , , , , , , , , , , , , , ,1,12,32,55,128,188
 ,2,4,100,0, ,-8,-8,0,0,0,0,0,1,0,0,0,0, ,1,12,34,63,139,206
 ,2,9,94.5999984741211,-3, ,4,5,0,0,0,0,0,1,0,0,0,0, ,1,12,34,64,140,207
 ,3,6,63,-3, , , , , , , , , , , , , , ,1,12,32,58,131,193
 ,4,3,80,17000, , , , , , , , , , , , , , ,1,12,32,60,133,198
 ,4,8,30,50000, , , , , , , , , , , , , , ,1,12,32,60,133,197
 ,1,13,104,0, , , , , , , , , , , , , , ,1,12,32,55,128,188
 ,4,9,120,400000, , , , , , , , , , , , , , ,1,12,34,64,140,207
 ,2,4,35,60000, , , , , , , , , , , , , , ,1,12,32,59,132,196
 ,2,6,70,4000, , , , , , , , , , , , , , ,1,12,32,58,131,194
 ,3,4,86,70000, , , , , , , , , , , , , , ,1,12,32,58,131,194
 ,4,12,99,-3, , , , , , , , , , , , , , ,1,12,34,63,139,206
 ,4,4,120,-3, , , , , , , , , , , , , , ,1,12,33,62,137,203
 ,2,3,160,24000, ,9,9,0,0,0,0,1,0,0,0,0,0, ,1,12,33,62,137,203
 ,4,4,58,36000, , , , , , , , , , , , , , ,1,12,33,62,136,202
 ,3,3,70,7000, ,7,8,0,0,0,0,1,0,0,0,0,0, ,1,12,32,60,133,197
 ,2,6,45,-3, , , , , , , , , , , , , , ,1,12,32,58,131,193
 ,3,7,100,50000, , , , , , , , , , , , , , ,1,12,32,58,131,194
 ,2,12,82,100000, ,3,6,0,0,0,0,0,1,0,0,0,0, ,1,12,32,56,129,190
 ,4,7,50,48000, , , , , , , , , , , , , , ,1,12,32,61,134,199
 ,3,12,70,-2, ,5,7,0,0,0,0,0,1,0,0,0,0, ,1,12,32,55,128,187
 ,2,12,20,180000, ,-8,-8,0,0,0,0,0,0,0,0,0,0,太阳能,1,12,34,63,139,205
 ,3,6,118,150000, ,6,8,0,0,0,0,1,0,0,0,0,0, ,1,12,32,61,134,199
 ,4,4,70,50000, , , , , , , , , , , , , , ,1,12,34,63,139,206
 ,1,1,220,-2, ,-8,-8,0,0,0,0,1,0,0,0,0,0, ,1,12,33,62,137,203
 ,2,6,33,30000, ,4,6,0,0,0,0,1,0,0,0,0,0, ,1,12,32,59,132,196
 ,1,4,95,60000, , , , , , , , , , , , , , ,1,12,34,64,140,208
 ,2,4,80,80000, , , , , , , , , , , , , , ,1,12,32,61,134,199
 ,3,4,60,-3, , , , , , , , , , , , , , ,1,12,32,58,131,193
 ,2,6,103,80000, ,4,4,0,0,0,0,1,0,0,0,0,0, ,1,12,32,56,129,190
 ,6,3,60,48000, ,9,9,0,0,0,0,1,0,0,0,0,0, ,1,12,33,62,136,202
 ,2,4,50,60000, , , , , , , , , , , , , , ,1,12,32,59,132,196
 ,2,9,120,100000, , , , , , , , , , , , , , ,1,12,32,55,128,188
